1  IEA-3.4MW-RWT, Based on IEA-3.4MW-130D-RWT, version 4.30. aerodynamic Data from the Excel file
7				
1    145  21.00   DU08-W-210  (Re=12x10^6)
-8.50		-0.75130	0.03701		-0.05197
-8.00		-0.73720	0.02408		-0.05699
-7.50		-0.69316	0.02059		-0.05869
-7.00		-0.64911	0.01710		-0.06039
-6.50		-0.57827	0.01587		-0.06443
-6.00		-0.50742	0.01465		-0.06847
-5.50		-0.43819	0.01369		-0.07207
-5.00		-0.36896	0.01272		-0.07566
-4.50		-0.30101	0.01211		-0.07891
-4.00		-0.23306	0.01151		-0.08215
-3.50		-0.16655	0.01116		-0.08508
-3.00		-0.10055	0.01086		-0.08792
-2.50		-0.03620	0.01071		-0.09049
-2.00		0.02803		0.01056		-0.09303
-1.50		0.09179		0.01044		-0.09547
-1.00		0.15563		0.01032		-0.09789
-0.50		0.22128		0.01039		-0.10022
0.00		0.28687		0.01046		-0.10253
0.50		0.35137		0.01054		-0.10463
1.00		0.41584		0.01062		-0.10671
1.50		0.47986		0.01061		-0.10858
2.00		0.54388		0.01060		-0.11045
2.50		0.60582		0.01075		-0.11209
3.00		0.66759		0.01091		-0.11371
3.50		0.72928		0.01102		-0.11505
4.00		0.79096		0.01113		-0.11636
4.50		0.85190		0.01128		-0.11752
5.00		0.91284		0.01142		-0.11867
5.50		0.97183		0.01163		-0.11954
6.00		1.03083		0.01183		-0.12040
6.50		1.08804		0.01210		-0.12091
7.00		1.14525		0.01236		-0.12142
7.50		1.20040		0.01267		-0.12151
8.00		1.25555		0.01298		-0.12160
8.50		1.30750		0.01342		-0.12124
9.00		1.35945		0.01387		-0.12088
9.50		1.40588		0.01448		-0.11976
10.00		1.45231		0.01509		-0.11864
10.50		1.48899		0.01598		-0.11654
11.00		1.52567		0.01687		-0.11443
11.50		1.54241		0.01845		-0.11076
12.00		1.55915		0.02003		-0.10709
12.50		1.37749		0.03961		-0.11135
13.00		1.19583		0.05918		-0.11562
13.50		1.14801		0.06695		-0.11419
14.00		1.10018		0.07472		-0.11276
15.00		1.04995		0.08879		-0.11057
16.00		1.02155		0.10270		-0.10930
17.00		1.00735		0.11718		-0.10950
18.00		1.00990		0.13292		-0.11172
19.00		1.03970		0.15277		-0.11769
20.00		1.06549		0.17339		-0.12548
22.00		1.09464		0.21211		-0.14423
24.00		1.06740		0.24847		-0.16350
26.00		1.04625		0.28719		-0.17990
28.00		1.02921		0.32807		-0.19433
30.00		1.01481		0.37093		-0.20741
32.00		1.00189		0.41555		-0.21953
34.00		0.98960		0.46170		-0.23095
36.00		0.97723		0.50918		-0.24186
38.00		0.96424		0.55774		-0.25238
40.00		0.95019		0.60715		-0.26261
45.00		0.90831		0.73279		-0.28725
50.00		0.85415		0.85838		-0.31088
55.00		0.77878		0.97630		-0.33318
60.00		0.70340		1.09422		-0.35549
65.00		0.60121		1.19017		-0.37562
70.00		0.49901		1.28611		-0.39574
75.00		0.37768		1.34845		-0.41275
80.00		0.25636		1.41078		-0.42976
85.00		0.12818		1.43192		-0.44249
90.00		0.00000		1.45306		-0.45522
95.00		-0.08973	1.43192		-0.46138
100.00		-0.17945	1.41078		-0.46755
105.00		-0.26438	1.34845		-0.46550
110.00		-0.34930	1.28611		-0.46345
115.00		-0.42084	1.19017		-0.45509
120.00		-0.49238	1.09422		-0.44672
125.00		-0.54514	0.97630		-0.43529
130.00		-0.59790	0.85838		-0.42386
135.00		-0.63152	0.73276		-0.41419
140.00		-0.66513	0.60715		-0.40452
145.00		-0.68775	0.48904		-0.40497
150.00		-0.71036	0.37093		-0.40543
155.00		-0.70348	0.28188		-0.43154
160.00		-0.69659	0.19283		-0.45765
165.00		-0.52244	0.14462		-0.47882
170.00		-0.34830	0.09642		-0.50000
175.00		-0.17415	0.04821		-0.25000
180.00		0.00000		0.00000		0.00000
4    145  35.0000  DU00-W2-350 (Re=3.0E+06)
-180.00		0.00000		0.00000		0.00000
-175.00		0.21663		0.05355		0.20000
-170.00		0.43326		0.10710		0.40000
-165.00		0.61988		0.16312		0.21212
-160.00		0.80649		0.21914		0.02423
-155.00		0.76278		0.31386		0.04828
-150.00		0.71907		0.40857		0.07232
-145.00		0.69475		0.52451		0.09414
-140.00		0.67043		0.64045		0.11597
-135.00		0.63573		0.76338		0.13951
-130.00		0.60104		0.88632		0.16306
-125.00		0.54755		1.00114		0.18718
-120.00		0.49406		1.11595		0.21130
-115.00		0.42204		1.20847		0.23353
-110.00		0.35003		1.30098		0.25576
-105.00		0.26483		1.35966		0.27333
-100.00		0.17963		1.41833		0.29090
-95.00		0.08981		1.43570		0.30132
-90.00		0.00000		1.45306		0.31175
-85.00		-0.08981	1.43570		0.31590
-80.00		-0.17963	1.41833		0.32005
-75.00		-0.26483	1.35966		0.31618
-70.00		-0.35003	1.30098		0.31232
-65.00		-0.42204	1.20847		0.30236
-60.00		-0.49406	1.11595		0.29240
-55.00		-0.54755	1.00114		0.27948
-50.00		-0.60104	0.88632		0.26655
-45.00		-0.63992	0.76352		0.25402
-40.00		-0.67043	0.64045		0.24362
-38.00		-0.68082	0.59199		0.24047
-36.00		-0.69053	0.54435		0.23813
-34.00		-0.69986	0.49774		0.23679
-32.00		-0.70921	0.45241		0.23670
-30.00		-0.71907	0.40857		0.23815
-28.00		-0.73009	0.36645		0.24156
-26.00		-0.74308	0.32626		0.24744
-24.00		-0.75909	0.28818		0.25655
-22.00		-0.77958	0.25242		0.26993
-20.00		-0.80649	0.21914		0.28913
-19.00		-0.79145	0.20363		0.26529
-18.00		-0.77641	0.18812		0.24144
-17.00		-0.76137	0.17262		0.21760
-16.00		-0.74633	0.15711		0.19375
-15.00		-0.73129	0.14160		0.16991
-14.00		-0.71625	0.12609		0.14607
-13.50		-0.70873	0.11834		0.13414
-13.00		-0.70121	0.11058		0.12222
-12.50		-0.69369	0.10283		0.11030
-12.00		-0.68617	0.09507		0.09838
-11.50		-0.67864	0.08732		0.08645
-11.00		-0.67112	0.07956		0.07453
-10.50		-0.66360	0.07181		0.06261
-10.00		-0.65608	0.06406		0.05069
-9.50		-0.64856	0.05630		0.03877
-9.00		-0.64104	0.04855		0.02684
-8.50		-0.63352	0.04079		0.01492
-8.00		-0.62600	0.03304		0.00300
-7.50		-0.58350	0.02942		-0.00100
-7.00		-0.54100	0.02580		-0.00500
-6.50		-0.49400	0.02266		-0.00950
-6.00		-0.44700	0.01953		-0.01400
-5.50		-0.39550	0.01766		-0.01850
-5.00		-0.34400	0.01579		-0.02300
-4.50		-0.28850	0.01430		-0.02800
-4.00		-0.23300	0.01281		-0.03300
-3.50		-0.17400	0.01235		-0.03800
-3.00		-0.11500	0.01189		-0.04300
-2.50		-0.05400	0.01130		-0.04750
-2.00		0.00700		0.01071		-0.05200
-1.50		0.07000		0.01052		-0.05600
-1.00		0.13300		0.01033		-0.06000
-0.50		0.19700		0.01023		-0.06400
0.00		0.26100		0.01014		-0.06800
0.50		0.32600		0.01013		-0.07150
1.00		0.39100		0.01012		-0.07500
1.50		0.45650		0.01029		-0.07850
2.00		0.52200		0.01047		-0.08200
2.50		0.58700		0.01064		-0.08450
3.00		0.65200		0.01081		-0.08700
3.50		0.71550		0.01108		-0.08900
4.00		0.77900		0.01135		-0.09100
4.50		0.84050		0.01172		-0.09300
5.00		0.90200		0.01209		-0.09500
5.50		0.96100		0.01247		-0.09650
6.00		1.02000		0.01285		-0.09800
6.50		1.07450		0.01338		-0.09900
7.00		1.12900		0.01392		-0.10000
7.50		1.17800		0.01463		-0.10100
8.00		1.22700		0.01534		-0.10200
8.50		1.26750		0.01630		-0.10300
9.00		1.30800		0.01725		-0.10400
9.50		1.33850		0.01972		-0.10500
10.00		1.36900		0.02220		-0.10600
10.50		1.38100		0.02577		-0.10650
11.00		1.39300		0.02935		-0.10700
11.50		1.36750		0.03515		-0.10750
12.00		1.34200		0.04095		-0.10800
12.50		1.31650		0.04984		-0.10850
13.00		1.29100		0.05874		-0.10900
13.50		1.27000		0.06919		-0.10900
14.00		1.24900		0.07965		-0.10900
15.00		1.21100		0.10344		-0.11000
16.00		1.18800		0.12955		-0.11900
17.00		1.17200		0.15439		-0.13200
18.00		1.16500		0.17908		-0.14300
19.00		1.17600		0.20349		-0.14800
20.00		1.15213		0.21914		-0.15682
22.00		1.11368		0.25242		-0.17182
24.00		1.08442		0.28818		-0.18445
26.00		1.06154		0.32626		-0.19559
28.00		1.04299		0.36645		-0.20577
30.00		1.02725		0.40857		-0.21532
32.00		1.01315		0.45241		-0.22445
34.00		0.99979		0.49774		-0.23330
36.00		0.98647		0.54435		-0.24195
38.00		0.97260		0.59199		-0.25046
40.00		0.95776		0.64045		-0.25885
45.00		0.91418		0.76352		-0.27943
50.00		0.85862		0.88632		-0.29945
55.00		0.78221		1.00114		-0.31836
